5C-5A-C7-0C-55-EB,5C-5A-C7-0C-55-E4,E4-AA-5D-FD-23-A4,5C-5A-C7-0C-55-E1,5C-5A-C7-0C-55-EE,84-B2-61-08-E9-32,84-B2-61-08-E9-3D,5C-5A-C7-0C-55-E0,84-B2-61-08-E9-3E,5C-5A-C7-27-30-A1,5C-5A-C7-0C-55-EF,84-B2-61-08-E9-31,5C-5A-C7-0C-55-E2,84-B2-61-08-E9-37,5C-5A-C7-0C-55-ED,84-B2-61-08-E9-38,5C-5A-C7-0C-55-E3,5C-5A-C7-0C-55-EC,84-B2-61-08-E9-36,5C-5A-C7-27-30-A2,E4-AA-5D-3E-E7-50,E4-AA-5D-FD-23-A2,84-B2-61-08-E9-39,70-DB-98-EE-19-A4,5C-5A-C7-27-30-A9,E4-AA-5D-FD-23-A1,5C-5A-C7-27-30-A7,E4-AA-5D-3E-E7-52,70-DB-98-EE-25-33,70-DB-98-EE-25-31,84-B2-61-1F-B6-B9,84-B2-61-15-03-49,E4-AA-5D-3E-E7-51,84-B2-61-15-03-47,00-27-E3-27-93-D3,E4-AA-5D-FD-23-A3,E4-AA-5D-3E-E7-53,E4-AA-5D-3E-E7-54,E4-AA-5D-FD-23-A0,00-27-E3-27-93-D0,84-B2-61-1F-B6-B1,84-B2-61-15-36-3C,70-DB-98-EE-19-A0,70-DB-98-EE-19-A3,70-DB-98-EE-19-A1,5C-5A-C7-28-72-01,5C-5A-C7-28-72-03,84-B2-61-15-03-41,E4-AA-5D-3E-E7-5B,5C-5A-C7-28-72-02,5C-5A-C7-28-72-04,5C-5A-C7-28-72-00,00-27-E3-27-B4-48,00-27-E3-27-B4-49,84-B2-61-15-03-42,5C-5A-C7-27-30-A8,70-DB-98-EE-19-A2,00-27-E3-27-B4-47,84-B2-61-1F-B6-B7,00-27-E3-27-B4-42,00-27-E3-27-93-D4,84-B2-61-15-36-30,E4-AA-5D-3E-E7-5D,00-27-E3-27-B4-41,84-B2-61-15-03-48,84-B2-61-15-36-31,E4-AA-5D-3E-CE-E9,E4-AA-5D-3E-CE-E2,E4-AA-5D-3E-E7-5C,E4-AA-5D-3E-CE-E1,E4-AA-5D-3E-CE-E8,E4-AA-5D-3E-CE-E7,E4-AA-5D-3E-E7-5F,5C-5A-C7-28-87-04,5C-5A-C7-28-87-01,E4-AA-5D-3E-E7-5E,84-B2-61-15-36-3B,5C-5A-C7-28-87-02,5C-5A-C7-28-87-03,00-27-E3-27-93-D1,70-DB-98-EE-38-B9,70-DB-98-EE-38-B1,84-B2-61-1F-B6-B8,84-B2-61-1F-B6-B2,00-27-E3-27-84-A8,00-27-E3-27-93-D2,70-DB-98-EE-25-32,00-27-E3-07-B4-B8,70-DB-98-EE-25-34,00-27-E3-07-B4-B9,5C-5A-C7-28-87-00,84-B2-61-15-36-34,AC-2A-A1-7E-E3-49,5C-5A-C7-27-33-24,84-B2-61-15-36-3E,5C-5A-C7-27-33-21,AC-2A-A1-7E-E3-42,70-DB-98-EE-25-30,00-27-E3-07-A9-81,5C-5A-C7-27-33-20,5C-5A-C7-27-33-22,84-B2-61-15-36-3D,84-B2-61-15-36-32,AC-2A-A1-7E-E3-47,5C-5A-C7-27-33-23,AC-2A-A1-7E-E3-48,84-B2-61-15-36-33,84-B2-61-15-36-3F,AC-2A-A1-7E-E3-41,00-27-E3-27-B4-46,5C-5A-C7-27-33-2E,00-27-E3-27-B4-4E,5C-5A-C7-27-33-2F,5C-5A-C7-27-33-2C,5C-5A-C7-27-33-2D,5C-5A-C7-28-72-0E,5C-5A-C7-28-72-0F,5C-5A-C7-28-72-0D,5C-5A-C7-28-72-0C,84-B2-61-15-03-4E,48-83-C7-19-27-10,5C-5A-C7-28-87-0E,5C-5A-C7-28-87-0F,5C-5A-C7-28-87-0D,5C-5A-C7-28-87-0C,5C-5A-C7-28-87-0B,AC-2A-A1-7F-2A-41,AC-2A-A1-7F-2A-48,AC-2A-A1-7F-2A-42,AC-2A-A1-7F-2A-47,AC-2A-A1-7F-2A-4A,5C-5A-C7-28-72-41,5C-5A-C7-36-31-41,E4-AA-5D-3E-CE-ED,0E-C6-9F-E4-23-F5,00-27-E3-07-B4-B1,00-27-E3-27-84-A2,F4-4E-05-0E-09-99,F4-4E-05-0E-09-9A,F4-4E-05-0E-09-90,00-27-E3-07-B4-B2,5C-5A-C7-29-CC-48,00-27-E3-27-84-A9,00-27-E3-07-B4-B7,00-27-E3-27-84-A7,5C-5A-C7-36-31-48,00-27-E3-27-84-A1,5C-5A-C7-36-31-47,5C-5A-C7-36-31-49,5C-5A-C7-36-31-42,5C-5A-C7-28-72-0B,5C-5A-C7-28-72-40,5C-5A-C7-28-72-42,5C-5A-C7-28-72-44,5C-5A-C7-28-72-43,00-27-E3-07-A9-87,00-27-E3-07-A9-88,00-27-E3-07-A9-89,00-27-E3-07-A9-82,5C-5A-C7-27-33-2B,5C-5A-C7-28-85-E2,5C-5A-C7-28-85-E7,00-27-E3-27-B4-4D,5C-5A-C7-28-85-E1,AC-2A-A1-7E-E3-4E,5C-5A-C7-0F-F8-E4,5C-5A-C7-0F-F8-E1,5C-5A-C7-0F-F8-E3,70-DB-98-EE-38-B8,5C-5A-C7-36-31-4D,5C-5A-C7-36-31-4E,5C-5A-C7-36-31-46,70-DB-98-EE-38-B2,zone
,,,-68.0,-57.0,-78,-63,-68.0,-63,,-57.0,-77,,-77,-55.0,-79,-69,-57,,,,,-78.0,,,,,,,,,,,-78.0,,,,,,,,,,,,,,-78.0,,,,,,,-77.0,,,,,,,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-69.0,-56.0,-78,-61,-69.0,-61,,-56.0,-79,,-77,-55.0,-78,-68,-56,,,,,-78.0,,,,,,,,,,,-75.0,,,,,,,,,,,,,,-75.0,,,,,,,-75.0,,,,,,,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-70.0,-56.0,-77,-61,-70.0,-61,,-56.0,-79,,-77,-55.0,-78,-70,-56,,,,,-73.0,,,,,,,,,,,-74.0,,,,,,,,,,,,,,-74.0,,,,,,,-76.0,,,,,,,,,,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-70.0,-56.0,-78,-62,-70.0,-62,,-56.0,-81,,-81,-56.0,-81,-71,-56,,,,,-72.0,,,,,,,,,,,-74.0,,,,,,,,,,,,,,-74.0,,,,,,,-74.0,,,,,,,,,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-60.0,-56.0,-77,-64,-60.0,-65,,-56.0,-78,,-76,-55.0,-77,-60,-56,,,,,-72.0,,,,,,,,,,,-72.0,,,,,,,,,,,,,,-73.0,,,,,,,-72.0,,,,,,,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-60.0,-56.0,-76,-64,-60.0,-65,,-56.0,-77,,-77,-56.0,-77,-60,-56,,,,,-78.0,,,,,,,,,,,-72.0,,,,,,,,,,,,,,-72.0,,,,,,,-72.0,,,,,,,,,,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-59.0,-56.0,-76,-64,-59.0,-65,,-56.0,-81,,-80,-56.0,-77,-59,-56,,,,,-77.0,,,,,,,,,,,-71.0,,,,,,,,,,,,,,-72.0,,,,,,,-71.0,,,,,,,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-60.0,-57.0,-77,-64,-60.0,-64,,-56.0,-75,,-77,-56.0,-78,-59,-57,,,,,-80.0,,,,,,,,,,,-72.0,,,,,,,,,,,,,,-73.0,,,,,,,-72.0,,,,,,,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-57.0,-56.0,-76,-64,-58.0,-65,,-55.0,-77,,-77,-56.0,-77,-57,-56,,,,,-75.0,,,,,,,,,,,-69.0,,,,,,,,,,,,,,-72.0,,,,,,,-72.0,,,,,,,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-65.0,-59.0,-87,-72,-65.0,-72,,-59.0,-88,,-88,-58.0,-87,-65,-59,,,,,-87.0,,,,,,,,,,,-69.0,,,,,,,,,,,,,,-72.0,,,,,,,-72.0,,,,,,,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-58.0,-59.0,-83,-73,-58.0,-73,,-59.0,-82,,-84,-59.0,-81,-58,-59,,,,,-83.0,,,,,,,,,,,-78.0,,,,,,,,,,,,,,-72.0,,,,,,,-79.0,,,,,,,,,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-57.0,-60.0,-86,-71,-57.0,-72,,-60.0,-86,,-86,-59.0,-85,-57,-60,,,,,-83.0,,,,,,,,,,,-78.0,,,,,,,,,,,,,,-72.0,,,,,,,-79.0,,,,,,,,,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-57.0,-60.0,-82,-71,-57.0,-71,,-60.0,-82,,-83,-60.0,-83,-57,-60,,,,,-83.0,,,,,,,,,,,-77.0,,,,,,,,,,,,,,-78.0,,,,,,,-78.0,,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-64.0,-63.0,-79,-65,-64.0,-66,,-63.0,-80,,-79,-58.0,-78,-64,-63,,,,,-83.0,,,,,,,,,,,-77.0,,,,,,,,,,,,,,-78.0,,,,,,,-78.0,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-58.0,-58.0,-75,-65,-59.0,-65,,-58.0,-75,,-74,-58.0,-73,-59,-58,,,,,-69.0,,,,,,,,,,,-77.0,,,,,,,,,,,,,,-78.0,,,,,,,-78.0,,,,,,,,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-58.0,-59.0,-75,-65,-57.0,-66,,-59.0,-74,,-74,-58.0,-73,-58,-59,,,,,-73.0,,,,,,,,,,,-84.0,,,,,,,,,,,,,,-81.0,,,,,,,-82.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-59.0,-57.0,-76,-64,-59.0,-65,,-57.0,-77,,-75,-59.0,-75,-59,-57,,,,,-75.0,,,,,,,,,,,-85.0,,,,,,,,,,,,,,-84.0,,,,,,,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-60.0,-56.0,-75,-65,-60.0,-65,,-56.0,-74,,-75,-59.0,-75,-61,-57,,,,,-68.0,,,,,,,,,,,-78.0,,,,,,,,,,,,,,-84.0,,,,,,,-85.0,,,,,,,,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-61.0,-57.0,-74,-65,-60.0,-65,,-57.0,-74,,-74,-56.0,-73,-61,-57,,,,,-69.0,,,,,,,,,,,-84.0,,,,,,,,,,,,,,-78.0,,,,,,,-78.0,,,,,,,,,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-55.0,-58.0,-78,-68,-55.0,-69,,-58.0,-78,,-79,-57.0,-77,-54,-58,,,,,-69.0,,,,,,,,,,,-83.0,,,,,,,,,,,,,,-85.0,,,,,,,-84.0,,,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-59.0,-57.0,-78,-63,-58.0,-64,,-57.0,-79,,-77,-57.0,-79,-57,-57,,,,,-69.0,,,,,,,,,,,-82.0,,,,,,,,,,,,,,-80.0,,,,,,,-79.0,,,,,,,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-61.0,-57.0,-73,-62,-60.0,-62,,-57.0,-76,,-75,-56.0,-74,-61,-57,,,,,-73.0,,,,,,,,,,,-80.0,,,,,,,,,,,,,,-81.0,,,,,,,-80.0,,,,,,,,,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-61.0,-57.0,-74,-63,-61.0,-63,,-57.0,-74,,-72,-56.0,-74,-60,-57,,,,,-73.0,,,,,,,,,,,-79.0,,,,,,,,,,,,,,-79.0,,,,,,,-80.0,,,,,,,,,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-50.0,-57.0,-73,-72,-51.0,-72,,-57.0,-72,,-73,-56.0,-73,-50,-57,,,,,-73.0,,,,,,,,,,,-80.0,,,,,,,,,,,,,,-82.0,,,,,,,-81.0,,,,,,,,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-64.0,-56.0,-78,-65,-64.0,-65,,-56.0,-77,,-77,-55.0,-78,-64,-56,,,,,-73.0,,,,,,,,,,,-74.0,,,,,,,,,,,,,,-73.0,,,,,,,-73.0,,,,,,,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-61.0,-55.0,-77,-65,-61.0,-69,,-55.0,-78,,-79,-55.0,-77,-60,-55,,,,,-76.0,,,,,,,,,,,-74.0,,,,,,,,,,,,,,-74.0,,,,,,,-73.0,,,,,,,,,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-61.0,-55.0,-75,-67,-61.0,-67,,-55.0,-76,,-74,-55.0,-74,-61,-55,,,,,-76.0,,,,,,,,,,,-75.0,,,,,,,,,,,,,,-75.0,,,,,,,-73.0,,,,,,,,,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-61.0,-52.0,-78,-64,-61.0,-65,,-52.0,-79,,-79,-57.0,-78,-61,-53,,,,,-76.0,,,,,,,,,,,-75.0,,,,,,,,,,,,,,-72.0,,,,,,,-75.0,,,,,,,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-62.0,-53.0,-80,-65,-62.0,-66,,-53.0,-78,,-79,-52.0,-79,-62,-53,,,,,-79.0,,,,,,,,,,,-79.0,,,,,,,,,,,,,,-80.0,,,,,,,-75.0,,,,,,,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-63.0,-53.0,-80,-67,-63.0,-69,,-53.0,-76,,-75,-55.0,-75,-63,-53,,,,,-79.0,,,,,,,,,,,-79.0,,,,,,,,,,,,,,-80.0,,,,,,,-75.0,,,,,,,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-58.0,-57.0,-74,-69,-57.0,-70,,-57.0,-75,,-74,-55.0,-73,-57,-57,,,,,-73.0,,,,,,,,,,,-79.0,,,,,,,,,,,,,,-80.0,,,,,,,-75.0,,,,,,,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-58.0,-56.0,-76,-69,-59.0,-69,,-56.0,-76,,-76,-56.0,-75,-58,-56,,,,,-89.0,,,,,,,,,,,-73.0,,,,,,,,,,,,,,-74.0,,,,,,,-73.0,,,,,,,,,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-57.0,-57.0,-76,-68,-57.0,-69,,-56.0,-76,,-76,-56.0,-75,-57,-57,,,,,-89.0,,,,,,,,,,,-73.0,,,,,,,,,,,,,,-85.0,,,,,,,-73.0,,,,,,,,,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-57.0,-57.0,-77,-69,-57.0,-69,,-57.0,-76,,-76,-56.0,-76,-57,-55,,,,,-89.0,,,,,,,,,,,-73.0,,,,,,,,,,,,,,-65.0,,,,,,,-74.0,,,,,,,,,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-59.0,-56.0,-76,-68,-60.0,-68,,-56.0,-76,,-76,-59.0,-76,-59,-56,,,,,-75.0,,,,,,,,,,,-77.0,,,,,,,,,,,,,,-78.0,,,,,,,-76.0,,,,,,,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-56.0,-58.0,-83,-71,-55.0,-72,,-59.0,-84,,-82,-56.0,-83,-55,-59,,,,,-75.0,,,,,,,,,,,-77.0,,,,,,,,,,,,,,-79.0,,,,,,,-79.0,,,,,,,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-57.0,-57.0,-79,-68,-57.0,-68,,-57.0,-79,,-79,-56.0,-78,-56,-56,,,,,-78.0,,,,,,,,,,,-77.0,,,,,,,,,,,,,,-79.0,,,,,,,-79.0,,,,,,,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-55.0,-57.0,-79,-70,-55.0,-70,,-57.0,-78,,-79,-56.0,-77,-55,-57,,,,,-78.0,,,,,,,,,,,-77.0,,,,,,,,,,,,,,-78.0,,,,,,,-78.0,,,,,,,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-56.0,-57.0,-80,-66,-57.0,-68,,-57.0,-79,,-78,-56.0,-75,-56,-57,,,,,-78.0,,,,,,,,,,,-77.0,,,,,,,,,,,,,,-78.0,,,,,,,-78.0,,,,,,,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-69.0,-61.0,-67,-68,-69.0,-68,,-61.0,-69,,-67,-62.0,-67,-69,-61,,,,,-78.0,,,,,,,,,,,-83.0,,,,,,,,,,,,,,-78.0,,,,,,,-83.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-70.0,-62.0,-68,-70,-69.0,-71,,-62.0,-68,,-66,-61.0,-68,-70,-62,,,,,-78.0,,,,,,,,,,,-84.0,,,,,,,,,,,,,,-85.0,,,,,,,-84.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-67.0,-62.0,-68,-66,-67.0,-68,,-62.0,-69,,-68,-62.0,-67,-68,-62,,,,,-78.0,,,,,,,,,,,-84.0,,,,,,,,,,,,,,-84.0,,,,,,,-82.0,,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-66.0,-63.0,-68,-67,-66.0,-67,,-62.0,-69,,-68,-62.0,-67,-66,-63,,,,,-68.0,,,,,,,,,,,-84.0,,,,,,,,,,,,,,-84.0,,,,,,,-82.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-77.0,-68.0,-68,-79,-77.0,-79,,-68.0,-69,,-68,-63.0,-67,-78,-66,,,,,-68.0,,,,,,,,,,,-84.0,,,,,,,,,,,,,,-84.0,,,,,,,-82.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-49.0,-47.0,-71,-68,-49.0,-68,,-47.0,-71,,-72,-47.0,-71,-49,-47,,,,,-70.0,,,,,,,,,,,-84.0,,,,,,,,,,,,,,-84.0,,,,,,,-91.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-50.0,-47.0,-74,-65,-50.0,-66,,-47.0,-74,,-74,-47.0,-71,-51,-48,,,,,-70.0,,,,,,,,,,,-82.0,,,,,,,,,,,,,,-81.0,,,,,,,-81.0,,,,,,,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-57.0,-50.0,-70,-67,-57.0,-68,,-50.0,-71,,-71,-47.0,-71,-57,-50,,,,,-71.0,,,,,,,,,,,-80.0,,,,,,,,,,,,,,-82.0,,,,,,,-81.0,,,,,,,,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
,,,-53.0,-49.0,-69,-65,-53.0,-66,,-49.0,-70,,-69,-49.0,-69,-53,-49,,,,,-70.0,,,,,,,,,,,-81.0,,,,,,,,,,,,,,-83.0,,,,,,,-82.0,,,,,,,,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C207
